,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
118,,,2021/10/22 10:35,Biotech,"MIT prof, biotech founder Sabatini sues accuser, institute","MIT prof, biotech founder Sabatini sues accuser, institute","MIT professor David Sabatini alleges the sexual harassment claims against him are false, says he was referred to as ""a Harvey Weinstein"" by ex-lover.",https://www.fiercebiotech.com/biotech/biotech-founder-mit-researcher-david-sabatini-alleges-false-sexual-harrassment-claims
119,,,2021/10/21 09:20,Biotech,Ventyx nabs an upsized IPO to challenge BMS' Zeposia,Ventyx nabs an upsized IPO to challenge BMS' Zeposia,"Ventyx Biosciences is in the fast lane, racing to grab an upsized $152 million IPO.",https://www.fiercebiotech.com/biotech/ventyx-nabs-upsized-ipo-to-challenge-bristol-s-zeposia-and-a-backer-intimate-knowledge-its
120,,,2021/10/21 20:51,MedCity,ReCode Therapeutics gets $80M to deliver on new RNA therapies for the lungs,ReCode Therapeutics gets $80M to deliver on new RNA therapies for the lungs,"ReCode Therapeutics closed an $80 million Series B round of financing that included Pfizer and Sanofi as investors. The startup’s technology uses lipid nanoparticles to deliver genetic medicines, and its two lead programs are for rare lung disorders.",https://medcitynews.com/2021/10/recode-therapeutics-gets-80m-to-deliver-on-new-rna-therapies-for-the-lungs/
121,,,2021/10/21 08:25,Biotech,VCs back Leucid to trial CAR-T twist in ovarian cancer patients,VCs back Leucid to trial CAR-T twist in ovarian cancer patients,Maher has pushed the idea that the configuration of co-stimulatory modules is key to success in CAR-T—and now he has the cash to test the approach.,https://www.fiercebiotech.com/biotech/vcs-back-leucid-to-trial-car-t-twist-ovarian-cancer-patients
122,,,2021/10/21 20:21,MedCity,Oak Street plans to add virtual specialty care with $130M acquisition of RubiconMD,Oak Street plans to add virtual specialty care with $130M acquisition of RubiconMD,"Oak Street Health plans to integrate virtual specialty care into its primary care centers for Medicare patients. It struck a deal to acquire RubiconMD for $130 million in cash, with another $60 million in milestone payments.",https://medcitynews.com/2021/10/oak-street-plans-to-add-virtual-specialty-care-with-130m-acquisition-of-rubiconmd/
123,,,2021/10/21 08:00,Biotech,"Atreca, Gates Research Institute ink pact on malaria antibody","Atreca, Gates Research Institute ink pact on malaria antibody",Oncology biotech Atreca will license its monoclonal antibody to the Bill & Melinda Gates Medical Research Institute to potentially treat malaria.,https://www.fiercebiotech.com/biotech/atreca-inks-license-gates-medical-research-institute-for-malaria-asset
124,,,2021/10/21 08:00,Biotech,"ReCode snags $80M from Pfizer, Sanofi for mRNA work in CF, lungs","ReCode snags $80M from Pfizer, Sanofi for mRNA work in CF, lungs","ReCode thinks the mRNA revolution can be applied to cystic fibrosis and other lung diseases, and it's snagged a second $80 million round to fund it.",https://www.fiercebiotech.com/biotech/another-80m-mrna-biotech-recode-matches-2020-series-a-for-trials-cystic-fibrosis-other-lung
125,,,2021/10/21 07:05,Biotech,"Menarini, chased by 3 Big Pharmas, records breast cancer win","Menarini, chased by 3 Big Pharmas, records breast cancer win","Menarini and Radius have gained a lead over AstraZeneca, Roche and Sanofi in the race to bring a new class of oral breast cancer drugs to market.",https://www.fiercebiotech.com/biotech/menarini-chased-by-three-big-pharmas-records-win-breast-cancer-phase-3-plots-path-to-fda
126,,,2021/10/21 16:29,Biotech,Athira CEO Kawas out after findings confirm she altered research,Athira CEO Kawas out after findings confirm she altered research,Athira CEO Leen Kawas gets the boot after independent investigation confirms she did alter graduate school research and will be replaced by COO.,https://www.fiercebiotech.com/biotech/athira-ceo-leen-kawas-officially-out-after-investigation-found-she-did-alter-grad-research
127,,,2021/10/21 16:02,MedCity,FDA’s proposal for over-the-counter hearing aids draws mixed response from manufacturers ,FDA’s proposal for over-the-counter hearing aids draws mixed response from manufacturers ,"The proposed rule would allow adults to buy hearing aids without an exam or fitting, with the goal of driving more competitive pricing. Some companies expressed enthusiasm about over-the-counter hearing aids, while industry incumbents were more wary.",https://medcitynews.com/2021/10/fdas-proposal-for-over-the-counter-hearing-aids-draws-mixed-response-from-manufacturers/
128,,,2021/10/21 15:51,MedCity,Improve patients’ outcomes with AI-powered remote monitoring devices and increase revenue for your practice,Improve patients’ outcomes with AI-powered remote monitoring devices and increase revenue for your practice,"A webinar from MedCity News sponsored by 100Plus scheduled for November 9 at 12pm ET will explore remote patient monitoring to achieve greater patient adherence and clinically meaningful outcomes for conditions such as hypertension, obesity, and diabetes. ",https://medcitynews.com/2021/10/improve-patients-outcomes-with-ai-powered-remote-monitoring-devices-and-increase-revenue-for-your-practice/
129,,,2021/10/21 14:00,MedCity,Engagement at home: How home healthcare organizations can improve patient and staff satisfaction,Engagement at home: How home healthcare organizations can improve patient and staff satisfaction,"By freeing up resources and automating manual processes, home care organizations can better identify areas of risk, improve clinical and operational processes, improve staff well-being, and enhance outcomes for patients across the board.",https://medcitynews.com/2021/10/engagement-at-home-how-home-healthcare-organizations-can-improve-patient-and-staff-satisfaction/
130,,,2021/10/21 12:28,Biotech,Zerigo Health beams up $43M for at-home psoriasis treatment,Zerigo Health beams up $43M for at-home psoriasis treatment,Zerigo’s system pairs a smartphone app with a hand-held device that emits narrowband UVB light.,https://www.fiercebiotech.com/medtech/zerigo-health-beams-up-43m-from-bayer-cigna-and-more-for-at-home-psoriasis-uv-light-therapy
131,,,2021/10/21 11:08,MedCity,FDA refusal of Stealth Bio drug shows challenges of ultra-rare disease studies,FDA refusal of Stealth Bio drug shows challenges of ultra-rare disease studies,"The FDA refused to review Stealth BioTherapeutics’ Barth syndrome drug, telling the company results in a study of just eight patients are insufficient to support its submission. The impasse highlights the challenges of testing drugs for ultra-rare diseases. Barth is so rare that Stealth is unsure it can recruit patients to run a new study.",https://medcitynews.com/2021/10/fda-refusal-of-stealth-bio-drug-shows-challenges-of-ultra-rare-disease-studies/
132,,,2021/10/21 10:31,Biotech,FDA approves Luminopia’s VR system to treat kids with lazy eye,FDA approves Luminopia’s VR system to treat kids with lazy eye,"In a dream come true for kids, rather than dissuading pediatric patients from watching too much TV, physicians may now prescribe them screen time.",https://www.fiercebiotech.com/medtech/fda-approves-luminopia-s-vr-based-digital-therapeutic-to-treat-children-lazy-eye
133,,,2021/10/20 09:30,Biotech,Stealth rare disease drug denied by FDA in I told you so moment,Stealth rare disease drug denied by FDA in I told you so moment,The FDA has rejected Stealth's Barth syndrome drug elamipretide just under two months after the Hail Mary application was filed.,https://www.fiercebiotech.com/biotech/stealth-s-not-so-sneaky-strategy-to-file-unprepared-drug-application-foiled-by-fda
134,,,2021/10/20 09:00,MedCity,Digital identity vital to delivering on the promise of virtual care,Digital identity vital to delivering on the promise of virtual care,"Using the innovations of digital identity, payers, providers and retail health clinics can meet the demands of today’s tech-savvy consumers by allowing them to be the single source of truth of their identity while acquiring full control of their personal data.",https://medcitynews.com/2021/10/digital-identity-vital-to-delivering-on-the-promise-of-virtual-care/
135,,,2021/10/20 08:55,Biotech,"Chase gets cash for pivotal trials in depression, Parkinson's ","Chase gets cash for pivotal trials in depression, Parkinson's ","Armed with $20 million, the biotech plans to start phase 3 clinical trials of candidates based on an old Boehringer Ingelheim drug.",https://www.fiercebiotech.com/biotech/chase-after-selling-last-biotech-to-allergan-gets-cash-to-start-pivotal-trials-depression
136,,,2021/10/20 08:40,MedCity,FDA approves Humira biosimilar as first-ever interchangeable monoclonal antibody,FDA approves Humira biosimilar as first-ever interchangeable monoclonal antibody,Boehringer Ingelheim has shown biosimilar manufacturers the way to win interchangeability with the world’s highest-grossing drug — but the company’s Cyltezo won’t come out until July 2023. Will future Humira competitors have better luck winning an earlier launch date?,https://medcitynews.com/2021/10/fda-approves-humira-biosimilar-as-first-ever-interchangeable-monoclonal-antibody/
137,,,2021/10/20 08:15,Biotech,Merck KGaA taps CytoReason AI to profile immuno-oncology drug,Merck KGaA taps CytoReason AI to profile immuno-oncology drug,"To ensure its cancer immunotherapy drugs end up in the right hands, Merck KGaA is looking to CytoReason.",https://www.fiercebiotech.com/medtech/merck-kgaa-taps-cytoreason-s-machine-learning-platform-to-profile-immuno-oncology-drug
138,,,2021/10/20 08:10,Biotech,Takeda crashes out of Wave discovery pact at cost of $23M,Takeda crashes out of Wave discovery pact at cost of $23M,"Takeda’s interest in Wave’s discovery programs has ebbed, leading it to exit that part of the alliance while keeping options on more advanced assets.",https://www.fiercebiotech.com/biotech/takeda-crashes-out-wave-discovery-pact-at-cost-23m
139,,,2021/10/20 08:00,Biotech,ShouTi snags $100M for oral drugs to treat chronic diseases,ShouTi snags $100M for oral drugs to treat chronic diseases,"ShouTi will use a $100 million series B to bankroll trials of its small-molecule oral drug in cardiovascular, pulmonary and metabolic conditions.",https://www.fiercebiotech.com/biotech/receptos-founder-returns-shoutti-and-100m-for-chronic-diseases
140,,,2021/10/20 08:00,MedCity,ShouTi secures $100M to hit biologic and peptide targets with small molecules,ShouTi secures $100M to hit biologic and peptide targets with small molecules,"ShouTi Pharmaceuticals, a startup that brings computational techniques to drug discovery, has raised $100 million in Series B financing. The clinical-stage biotech designs small molecules intended to do the work of biologic and peptide drugs.",https://medcitynews.com/2021/10/shouti-secures-100m-to-hit-biologic-and-peptide-targets-with-small-molecules/
141,,,2021/10/20 06:25,Biotech,AstraZeneca slams the brakes on MCL-1 blood cancer drug,AstraZeneca slams the brakes on MCL-1 blood cancer drug,"AstraZeneca has paused an active phase 1 trial of AZD5991, a direct inhibitor of MCL-1, citing the need to suss out a potential safety issue.",https://www.fiercebiotech.com/biotech/amid-amgen-s-similar-struggles-astrazeneca-slams-brakes-mcl-1-blood-cancer-drug
142,,,2021/10/20 15:25,Biotech,Charles River expands development lab space in Cambridge,Charles River expands development lab space in Cambridge,Charles River triples size of accelerator and development lab in Cambridge and plans to open first phase of another lab in the biotech hub this year.,https://www.fiercebiotech.com/cro/charles-river-expands-development-lab-space-cambridge
143,,,2021/10/20 15:10,Biotech,Medtronic issues EU safety warning for Percept PC brain implant,Medtronic issues EU safety warning for Percept PC brain implant,Medtronic identified an issue in which its Percept PC brain stimulation implant may stop working after an implanted patient undergoes a cardioversion.,https://www.fiercebiotech.com/medtech/medtronic-issues-eu-safety-warning-for-percept-pc-deep-brain-stimulation-implant
144,,,2021/10/20 13:57,Biotech,FDA slaps clinical hold on AstraZeneca cancer drug,FDA slaps clinical hold on AstraZeneca cancer drug,The FDA has hit the drug with a clinical hold after one patient appeared to show hearty safety signals,https://www.fiercebiotech.com/biotech/fda-slaps-clinical-hold-astrazeneca-cancer-drug-amid-heart-safety-scare-combo-test
145,,,2021/10/20 12:46,MedCity,CMS chief at HLTH: We need to stop taking it for granted that people know they are eligible for coverage,CMS chief at HLTH: We need to stop taking it for granted that people know they are eligible for coverage,"There are about 17 million people eligible for coverage through Medicaid or the Affordable Care Act marketplaces, and one of CMS’ priorities is to make them aware of their insurance options, Administrator Chiquita Brooks-LaSure said at this year’s HLTH conference. ",https://medcitynews.com/2021/10/cms-chief-at-hlth-we-need-to-stop-taking-it-for-granted-that-people-know-they-are-eligible-for-coverage/
146,,,2021/10/20 11:36,Biotech,Medtronic's newest insulin pump effective in kids: study,Medtronic's newest insulin pump effective in kids: study,The 780G pump is designed to work with Medtronic’s Guardian sensors to continuously monitor glucose levels and adjust insulin dosage around the clock.,https://www.fiercebiotech.com/medtech/medtronic-s-newest-minimed-insulin-pump-improves-glycemic-control-children-study
147,,,2021/10/20 11:00,Biotech,Princeton and MIT team uncovers clues for improving gene editing,Princeton and MIT team uncovers clues for improving gene editing,"A Princeton and MIT team identified pathways affecting gene-editing outcomes in platforms including CRISPR/Cas9, prime editing and base editing.",https://www.fiercebiotech.com/research/improving-gene-editing-tools-david-liu-mit-and-princeton-scientists-uncover-clues
148,,,2021/10/20 10:39,Biotech,Abbott's COVID test sales make comeback with delta-driven demand,Abbott's COVID test sales make comeback with delta-driven demand,"After weathering a nearly billion-dollar dip in rapid COVID testing sales earlier this year, Abbott's BinaxNow antigen tests have rebounded.",https://www.fiercebiotech.com/medtech/covid-test-demand-returns-to-buoy-abbott-s-quarterly-sales
149,,,2021/10/20 10:18,Biotech,F-Star's J&J deal is largest yet with $1.35B in biobucks,F-Star's J&J deal is largest yet with $1.35B in biobucks,"F-star Therapeutics added to its pharma arsenal with another pact, this time $1.35 billion in biobucks from J&J's Janssen for up to five bispecifics.",https://www.fiercebiotech.com/biotech/again-again-again-f-star-s-latest-big-pharma-partner-janssen-17-5m-upfront-1-35b-biobucks
150,,,2021/10/20 10:15,Biotech,NYU surgeons transplant gene-edited pig kidney into a human,NYU surgeons transplant gene-edited pig kidney into a human,"The kidney came from a pig that was genetically modified by United Therapeutics subsidiary Revivicor, which received FDA approval last year.",https://www.fiercebiotech.com/medtech/nyu-surgeons-successfully-transplant-kidney-from-genetically-modified-pig-into-human
151,,,2021/10/19 09:40,Biotech,Dicerna flops efficacy endpoint on nedosiran in PH2,Dicerna flops efficacy endpoint on nedosiran in PH2,Dicerna is still paving a way forward for its troubled late-stage RNAi asset nedosiran after a flop in PH2.,https://www.fiercebiotech.com/biotech/dicerna-flops-efficacy-endpoint-nedosiran-ph2-but-will-file-for-fda-approval-just-ph1-after
152,,,2021/10/19 08:25,Biotech,Atea and Roche's COVID-19 antiviral flunks phase 2,Atea and Roche's COVID-19 antiviral flunks phase 2,"A phase 2 trial of the candidate missed its primary endpoint, prompting Atea and Roche to consider changes that will delay data from a pivotal study.",https://www.fiercebiotech.com/biotech/atea-and-roche-s-covid-19-antiviral-flunks-phase-2-prompting-switch-will-delay-pivotal-data
153,,,2021/10/19 07:50,Biotech,"Biogen, Sage plot 2022 filing for zuranolone approval","Biogen, Sage plot 2022 filing for zuranolone approval","After talking to the FDA, the partners outlined plans to start a rolling submission early in 2022 and finish the filing in the back half of the year.",https://www.fiercebiotech.com/biotech/biogen-sage-plot-2022-filing-for-zuranolone-approval-furthering-turnaround-depression-drug
154,,,2021/10/19 19:27,MedCity,"HLTH: How Mass General Brigham plans to navigate evolving care delivery options, rising prices","HLTH: How Mass General Brigham plans to navigate evolving care delivery options, rising prices","As health systems pivot to virtual and at-home care, Mass General Brigham is continuing to invest in brick-and-mortar facilities as CEO Dr. Anne Klibanski believes there will always be a need for inpatient care. At HLTH, she discussed the health system’s investment in its facilities and how it is leveraging enterprise services to help keep costs down. ",https://medcitynews.com/2021/10/hlth-how-mass-general-brigham-plans-to-navigate-evolving-care-delivery-options-rising-prices/
155,,,2021/10/19 19:24,MedCity,"At HLTH, Amazon confirms plans to bring hybrid care model to new markets","At HLTH, Amazon confirms plans to bring hybrid care model to new markets","The online retailer confirmed plans to bring Amazon Care to Dallas, Chicago, Philadelphia, Boston and Los Angeles, to name a few. But it’s still not clear how many other employers are buying into its telehealth and in-home care service.",https://medcitynews.com/2021/10/at-hlth-amazon-confirms-plans-to-bring-hybrid-care-model-to-new-markets/
156,,,2021/10/19 07:00,Biotech,D&D Pharma nabs $51M before Korean IPO for Alzheimer's,D&D Pharma nabs $51M before Korean IPO for Alzheimer's,"Ahead of a likely IPO in Korea, D&D Pharmatech secured $51 million to bankroll mid-stage trials in Alzheimer's, Parkinson's and other diseases.",https://www.fiercebiotech.com/biotech/d-d-pharma-snags-51m-ahead-1q22-korean-ipo-for-alzheimer-s-parkinson-s
157,,,2021/10/19 06:25,Biotech,Sofinnova bulks out VC shop with a hefty $548M,Sofinnova bulks out VC shop with a hefty $548M,Sofinnova Partners has raised 472 million euros ($548 million) to create the largest early-stage healthcare VC fund in Europe.,https://www.fiercebiotech.com/biotech/sofinnova-bulks-out-vc-shop-a-hefty-548m-as-it-zeroes-early-stage-european-biotechs
158,,,2021/10/19 15:51,MedCity,"Blue Shield of California, Google Cloud to develop real-time claims processing platform","Blue Shield of California, Google Cloud to develop real-time claims processing platform","The companies will build their claims processing platform on Google Cloud’s infrastructure, leveraging artificial intelligence and machine learning capabilities. The goal of the collaboration is to improve patient and provider experience and reduce spending on administrative processes. ",https://medcitynews.com/2021/10/blue-shield-of-california-google-cloud-to-develop-real-time-claims-processing-platform/
159,,,2021/10/19 15:40,MedCity,Don’t delay: Register now for INVEST Pop Health,Don’t delay: Register now for INVEST Pop Health,"Industry executives will share their insights at the INVEST Pop Health conference, held in collaboration with New Orleans Business Alliance, scheduled for November 15-16.",https://medcitynews.com/2021/10/dont-delay-register-now-for-invest-pop-health/
160,,,2021/10/19 14:00,MedCity,Personalizing digital care management: How dynamic care paths drive patient engagement and support better outcomes,Personalizing digital care management: How dynamic care paths drive patient engagement and support better outcomes,"A patient-centered digital care management platform functions as a kind of continuous feedback loop, serving as a virtual partner in the patient’s journey to better health. Here are the primary factors at work in effective digital care management design.",https://medcitynews.com/2021/10/personalizing-digital-care-management-how-dynamic-care-paths-drive-patient-engagement-and-support-better-outcomes/
161,,,2021/10/19 14:00,Biotech,Injured tumor cells activate I-O drugs in cancer models,Injured tumor cells activate I-O drugs in cancer models,"Combining injured tumor cells with checkpoint-inhibiting drugs to stimulate an immune response eliminated 40% of tumors in mice, an MIT team said.",https://www.fiercebiotech.com/research/injured-tumor-cells-activate-immuno-oncology-drugs-to-combat-breast-cancer-and-melanoma
162,,,2021/10/19 13:26,Biotech,Castle Bio taps into Cernostics' GI franchise with $80M deal,Castle Bio taps into Cernostics' GI franchise with $80M deal,Cernostics' AI-driven biopsy test evaluates patients with Barrett’s esophagus and predicts their chances of developing potentially fatal cancer.,https://www.fiercebiotech.com/medtech/castle-biosciences-taps-into-cernostics-gi-cancer-test-franchise-80m-deal
163,,,2021/10/19 13:22,Biotech,Intrivo launches at-home COVID test powered by an AI app,Intrivo launches at-home COVID test powered by an AI app,"There’s an app for just about everything these days—including, now, to generate the results of an at-home COVID-19 test.",https://www.fiercebiotech.com/medtech/intrivo-launches-at-home-covid-test-returns-results-10-minutes-via-ai-powered-app
164,,,2021/10/19 11:53,Biotech,Galera shares slide as radiotherapy complication drug fails,Galera shares slide as radiotherapy complication drug fails,"Galera Therapeutics’ drug for a radiotherapy complication called severe oral mucositis failed in a phase 3 trial, sending shares sliding.",https://www.fiercebiotech.com/biotech/galera-shares-slide-nearly-70-as-radiotherapy-complication-drug-flunks-out-phase-3
165,,,2021/10/19 11:15,Biotech,Not for sale: Intellia CEO Leonard talks dealmaking,Not for sale: Intellia CEO Leonard talks dealmaking,Intellia CEO John Leonard didn't rule out some dealmaking to come during Fierce Biotech's Cell & Gene Therapy Summit.,https://www.fiercebiotech.com/biotech/intellia-ceo-john-loenard-potential-m-a-dealmaking-gene-editing-fierce-biotech-cell-gene
166,,,2021/10/19 11:09,Biotech,FDA opens doors to over-the-counter hearing aids,FDA opens doors to over-the-counter hearing aids,A newly proposed rule would establish a new category of hearing aids that can be sold over-the-counter online or in stores.,https://www.fiercebiotech.com/medtech/fda-opens-doors-to-a-new-class-over-counter-hearing-aids
167,,,2021/10/19 10:47,Biotech,Struggling Calithera nabs 2 cheap cancer assets from Takeda,Struggling Calithera nabs 2 cheap cancer assets from Takeda,Calithera Biosciences is tapping Japanese Big Pharma Takeda for two oncology assets worth $10 million upfront.,https://www.fiercebiotech.com/biotech/struggling-calithera-nabs-two-cheap-cancer-assets-from-takeda-for-just-10m-upfront
168,,,2021/10/19 10:35,Biotech,Entasis antibiotic beats last resort treatment in phase 3 trial,Entasis antibiotic beats last resort treatment in phase 3 trial,A new antibiotic by Entasis Therapeutics has matched an existing therapy against a pathogen deemed by the CDC to be an urgent threat.,https://www.fiercebiotech.com/biotech/entasis-zai-labs-antibiotic-sul-dur-beats-comparator-phase-3-trial
169,,,2021/10/19 10:25,Biotech,SPR Therapeutics nabs $37M funding for Sprint pain relief device,SPR Therapeutics nabs $37M funding for Sprint pain relief device,"The single-lead Sprint system received initial FDA clearance in 2016, followed two years later by another OK for the dual-lead version of the device.",https://www.fiercebiotech.com/medtech/spr-therapeutics-runs-up-37m-vc-funding-for-sprint-pain-relief-device
170,,,2021/10/18 09:05,Biotech,"Valneva tops AstraZeneca's COVID-19 vax, preps for filing in EU","Valneva tops AstraZeneca's COVID-19 vax, preps for filing in EU",Valneva prepping for conditional EU approval of its COVID-19 vaccine after topping AstraZeneca's jab in a head-to-head late-stage pivotal trial.,https://www.fiercebiotech.com/biotech/valneva-tops-astrazeneca-s-covid-19-vaccine-prepping-for-conditional-ema-approval
171,,,2021/10/18 08:30,MedCity,Data mobility empowers better patient care,Data mobility empowers better patient care,BetterHealthcare is laser-focused on improving the first stage of the patient journey while collecting critical data to help providers retain patients and improve referrals within their physician networks.,https://medcitynews.com/2021/10/data-mobility-empowers-better-patient-care/
172,,,2021/10/18 08:15,Biotech,FDA rejects Omeros drug over difficulties estimating its effect,FDA rejects Omeros drug over difficulties estimating its effect,"Weeks after flagging deficiencies with the stem cell transplant filing, the FDA has issued the CRL foreshadowed by its earlier communication. ",https://www.fiercebiotech.com/biotech/fda-rejects-omeros-transplant-drug-over-difficulties-estimating-its-effect
173,,,2021/10/18 07:30,Biotech,"Quris launches with $9M for AI to predict drug success, safety","Quris launches with $9M for AI to predict drug success, safety",Quris wants to erase the risks and costs of failed clinical trials. The AI drug discovery startup launches with $9M for start in rare diseases.,https://www.fiercebiotech.com/cro/ai-drug-discovery-startup-quris-launches-9m-to-predict-drug-success-starting-rare-diseases
174,,,2021/10/18 07:10,MedCity,After Grand Rounds and Doctor on Demand merged — what’s next?,After Grand Rounds and Doctor on Demand merged — what’s next?,"The combined company, now called Included Health, is selling employers on its integrated virtual care and patient navigation services. Doctor on Demand President Robin Glass shared more about what the company has planned next and how it’s setting itself apart from other digital health platforms.",https://medcitynews.com/2021/10/after-grand-rounds-and-doctor-on-demand-merged-whats-next/
175,,,2021/10/18 07:10,Biotech,"Sensyne, OMNY team up on 22M patient records for research","Sensyne, OMNY team up on 22M patient records for research","With 22 million patient records in hand, OMNY Health partners with Sensyne for data analytics and clinical medical research for life sciences clients.",https://www.fiercebiotech.com/cro/sensyne-teams-up-omny-for-22-million-patient-records-for-clinical-research
176,,,2021/10/18 07:05,Biotech,Biogen's ALS drug has failed phase 3. Will FDA approve anyway?,Biogen's ALS drug has failed phase 3. Will FDA approve anyway?,"The neurodegenerative disease prospect has failed a pivotal study, but Biogen has latched onto biomarker data and “trends favoring” the treatment.",https://www.fiercebiotech.com/biotech/biogen-s-als-drug-has-failed-phase-3-will-fda-approve-anyway
177,,,2021/10/18 16:14,Biotech,Crinetics creates Radionetics with $30M for 10 cancer candidates,Crinetics creates Radionetics with $30M for 10 cancer candidates,Crinetics launched radiopharmaceuticals biotech Radionetics with $30 million from 5AM and Frazier and a pipeline of 10 candidates for various cancers.,https://www.fiercebiotech.com/biotech/crinetics-forms-radionetics-initial-30m-1b-plus-biobucks-for-radiopharmaceuticals
178,,,2021/10/18 16:13,MedCity,"Engage at HLTH: As patient engagement solutions abound, here’s what investors are looking for","Engage at HLTH: As patient engagement solutions abound, here’s what investors are looking for","Investors noted the challenges of changing patient behaviors using digital solutions at the engagement track at HLTH, hosted by MedCity News. They also shared what health systems and insurers are looking for in a potential partner. ",https://medcitynews.com/2021/10/engage-at-hlth-as-patient-engagement-solutions-abound-heres-what-investors-are-looking-for/
179,,,2021/10/18 15:10,Biotech,Phathom's erosive esophagitis drug bests Prevacid in phase 3,Phathom's erosive esophagitis drug bests Prevacid in phase 3,Phathom Pharmaceuticals' erosive esophagitis drug vonoprazan performed as well as over-the-counter Prevacid in a head-to-head phase 3 clinical trial.,https://www.fiercebiotech.com/biotech/phathom-pharmaceuticals-study-shows-its-erosive-esophogitis-drug-bests-prevacid-head-to
180,,,2021/10/18 12:43,MedCity,"Biogen ALS drug fails main goal of key test, but company points to other results","Biogen ALS drug fails main goal of key test, but company points to other results","Biogen amyotrophic lateral sclerosis drug, tofersen, failed a Phase 3 clinical trial, but the drug showed improvement according to secondary and exploratory goals of the study. Based on those results, the company said it is talking with regulators to find a path forward for the drug.",https://medcitynews.com/2021/10/biogen-als-drug-fails-main-goal-of-key-test-but-company-points-to-other-results/
181,,,2021/10/18 00:30,Biotech,Medtronic sizing up $300M insulin pump patch buy: report,Medtronic sizing up $300M insulin pump patch buy: report,"Amid back-to-back expansions of two Class I recalls of its MiniMed insulin pumps, Medtronic is reportedly eyeing a purchase of another pump maker.",https://www.fiercebiotech.com/medtech/medtronic-to-leap-ahead-diabetes-tech-race-300m-triple-jump-purchase-report
182,,,2021/10/18 11:38,Biotech,Natera launches lung DNA test for catching transplant rejections,Natera launches lung DNA test for catching transplant rejections,"The lung test launch marks Natera's third in as many months for its Prospera DNA test, which recently debuted heart- and kidney-focused diagnostics.",https://www.fiercebiotech.com/medtech/natera-launches-lung-dna-test-for-catching-transplant-rejections
183,,,2021/10/18 11:21,Biotech,Vertex reports success in 1 patient after islet cell therapy,Vertex reports success in 1 patient after islet cell therapy,Vertex is providing an initial peek at the 1st patient to receive a new diabetes cell therapy that could prevent the need for organ transplant.,https://www.fiercebiotech.com/biotech/vertex-diabetes-cell-therapy-vx-880-restores-islet-cell-function-single-patient
184,,,2021/10/18 10:35,Biotech,ReCor's renal denervation device misses blood pressure endpoint,ReCor's renal denervation device misses blood pressure endpoint,ReCor Medical’s method for tackling stubbornly high blood pressure failed to meet its target in a clinical trial conducted in Japan and Korea.,https://www.fiercebiotech.com/medtech/recor-medical-s-renal-denervation-device-misses-blood-pressure-endpoint-after-european
185,,,2021/10/18 10:21,MedCity,Insiteflow raises $2.3M to solve workflow interoperability ,Insiteflow raises $2.3M to solve workflow interoperability ,"Seeing challenges in making third-party solutions actionable, Anthony Gerardi co-founded a startup to make it easier to view and pull more clinical solutions into the EHR. After bootstrapping his startup, Insiteflow raised $2 million in funding. ",https://medcitynews.com/2021/10/insiteflow-raises-2-3m-to-solve-workflow-interoperability/
186,,,2021/10/18 10:15,Biotech,Philips CPAP recall still chips away at quarterly earnings,Philips CPAP recall still chips away at quarterly earnings,"Even as Philips began the process of repairing and replacing the ventilators affected by its ongoing recall, the devicemaker still saw its sales slip.",https://www.fiercebiotech.com/medtech/philips-cpap-recall-still-chipping-away-at-earnings-nearly-40-drop-q3-connected-care-sales
187,,,2021/10/18 10:00,Biotech,TAK1 blocker teams up with chemo to kill myeloma cells: study,TAK1 blocker teams up with chemo to kill myeloma cells: study,A Norwegian team has preliminary evidence that targeting a protein kinase called TAK1 could restore the power of chemotherapy in multiple myeloma.,https://www.fiercebiotech.com/research/a-new-target-multiple-myeloma-tak1-blocker-boosts-chemo-s-cancer-killing-power-preclinical
188,,,2021/10/17 09:00,MedCity,"Report: Provider, payer websites are go-to online resources for patients making care decisions","Report: Provider, payer websites are go-to online resources for patients making care decisions","Healthcare consumers are increasingly turning to the internet to research their care options, and provider and payer websites are among their top choices for information, according to a new survey of 1,000 U.S. adults. Over half of the respondents said they would use a provider or payer website to search for a new doctor. ",https://medcitynews.com/2021/10/report-provider-payer-websites-are-go-to-online-resources-for-patients-making-care-decisions/
189,,,2021/10/17 14:00,MedCity,Who is Generation C and how will healthcare adapt to meet their expectations?,Who is Generation C and how will healthcare adapt to meet their expectations?,"The term “Gen C” was first introduced circa 2012 by futurist Brian Solis as a way of describing a generation of connected consumers defined not by their age, geography, or income but by their hyper-connected, mobile-first mentality. ",https://medcitynews.com/2021/10/who-is-generation-c-and-how-will-healthcare-adapt-to-meet-their-expectations/
190,,,2021/10/17 22:44,MedCity,Heard at HLTH: Can we get Ironman’s J.A.R.V.I.S. in the world of drug development?,Heard at HLTH: Can we get Ironman’s J.A.R.V.I.S. in the world of drug development?,A panel of data and biopharma experts at the annual HLTH conference in Boston tried to answer questions about where AI can be best used in the world of drug development. ,https://medcitynews.com/2021/10/can-we-get-ironmans-j-a-r-v-i-s-in-the-world-of-drug-development/
