,Datetime,Media,Title,Desc,Link
165,2021-10-21 8:51 PM,MedCity,ReCode Therapeutics gets $80M to deliver on new RNA therapies for the lungs,"ReCode Therapeutics closed an $80 million Series B round of financing that included Pfizer and Sanofi as investors. The startup’s technology uses lipid nanoparticles to deliver genetic medicines, and its two lead programs are for rare lung disorders.","<a href=https://medcitynews.com/2021/10/recode-therapeutics-gets-80m-to-deliver-on-new-rna-therapies-for-the-lungs/ target=""_blank""><div>Link</div></a>"
166,2021-10-21 8:25 AM,Biotech,VCs back Leucid to trial CAR-T twist in ovarian cancer patients,Maher has pushed the idea that the configuration of co-stimulatory modules is key to success in CAR-T—and now he has the cash to test the approach.,"<a href=https://www.fiercebiotech.com/biotech/vcs-back-leucid-to-trial-car-t-twist-ovarian-cancer-patients target=""_blank""><div>Link</div></a>"
167,2021-10-21 8:00 AM,Biotech,"Atreca, Gates Research Institute ink pact on malaria antibody",Oncology biotech Atreca will license its monoclonal antibody to the Bill & Melinda Gates Medical Research Institute to potentially treat malaria.,"<a href=https://www.fiercebiotech.com/biotech/atreca-inks-license-gates-medical-research-institute-for-malaria-asset target=""_blank""><div>Link</div></a>"
168,2021-10-21 8:00 AM,Biotech,"ReCode snags $80M from Pfizer, Sanofi for mRNA work in CF, lungs","ReCode thinks the mRNA revolution can be applied to cystic fibrosis and other lung diseases, and it's snagged a second $80 million round to fund it.","<a href=https://www.fiercebiotech.com/biotech/another-80m-mrna-biotech-recode-matches-2020-series-a-for-trials-cystic-fibrosis-other-lung target=""_blank""><div>Link</div></a>"
169,2021-10-21 7:05 AM,Biotech,"Menarini, chased by 3 Big Pharmas, records breast cancer win","Menarini and Radius have gained a lead over AstraZeneca, Roche and Sanofi in the race to bring a new class of oral breast cancer drugs to market.","<a href=https://www.fiercebiotech.com/biotech/menarini-chased-by-three-big-pharmas-records-win-breast-cancer-phase-3-plots-path-to-fda target=""_blank""><div>Link</div></a>"
170,2021-10-21 4:29 PM,Biotech,Athira CEO Kawas out after findings confirm she altered research,Athira CEO Leen Kawas gets the boot after independent investigation confirms she did alter graduate school research and will be replaced by COO.,"<a href=https://www.fiercebiotech.com/biotech/athira-ceo-leen-kawas-officially-out-after-investigation-found-she-did-alter-grad-research target=""_blank""><div>Link</div></a>"
171,2021-10-21 12:28 PM,Biotech,Zerigo Health beams up $43M for at-home psoriasis treatment,Zerigo’s system pairs a smartphone app with a hand-held device that emits narrowband UVB light.,"<a href=https://www.fiercebiotech.com/medtech/zerigo-health-beams-up-43m-from-bayer-cigna-and-more-for-at-home-psoriasis-uv-light-therapy target=""_blank""><div>Link</div></a>"
172,2021-10-21 10:31 AM,Biotech,FDA approves Luminopia’s VR system to treat kids with lazy eye,"In a dream come true for kids, rather than dissuading pediatric patients from watching too much TV, physicians may now prescribe them screen time.","<a href=https://www.fiercebiotech.com/medtech/fda-approves-luminopia-s-vr-based-digital-therapeutic-to-treat-children-lazy-eye target=""_blank""><div>Link</div></a>"
173,2021-10-20 9:30 AM,Biotech,Stealth rare disease drug denied by FDA in I told you so moment,The FDA has rejected Stealth's Barth syndrome drug elamipretide just under two months after the Hail Mary application was filed.,"<a href=https://www.fiercebiotech.com/biotech/stealth-s-not-so-sneaky-strategy-to-file-unprepared-drug-application-foiled-by-fda target=""_blank""><div>Link</div></a>"
174,2021-10-20 9:00 AM,MedCity,Digital identity vital to delivering on the promise of virtual care,"Using the innovations of digital identity, payers, providers and retail health clinics can meet the demands of today’s tech-savvy consumers by allowing them to be the single source of truth of their identity while acquiring full control of their personal data.","<a href=https://medcitynews.com/2021/10/digital-identity-vital-to-delivering-on-the-promise-of-virtual-care/ target=""_blank""><div>Link</div></a>"
175,2021-10-20 8:55 AM,Biotech,"Chase gets cash for pivotal trials in depression, Parkinson's ","Armed with $20 million, the biotech plans to start phase 3 clinical trials of candidates based on an old Boehringer Ingelheim drug.","<a href=https://www.fiercebiotech.com/biotech/chase-after-selling-last-biotech-to-allergan-gets-cash-to-start-pivotal-trials-depression target=""_blank""><div>Link</div></a>"
176,2021-10-20 8:47 PM,MedCity,"FDA authorizes Moderna and J&J Covid vaccine boosters, permits ‘mix and match’","The FDA amended emergency use authorization of the Moderna and Johnson & Johnson Covid-19 vaccines, permitting booster shots. But the agency went further and said that a booster shot may be different than the one given for the primary vaccination.","<a href=https://medcitynews.com/2021/10/fda-authorizes-moderna-and-jj-covid-vaccine-boosters-permits-mix-and-match/ target=""_blank""><div>Link</div></a>"
177,2021-10-20 8:40 AM,MedCity,FDA approves Humira biosimilar as first-ever interchangeable monoclonal antibody,Boehringer Ingelheim has shown biosimilar manufacturers the way to win interchangeability with the world’s highest-grossing drug — but the company’s Cyltezo won’t come out until July 2023. Will future Humira competitors have better luck winning an earlier launch date?,"<a href=https://medcitynews.com/2021/10/fda-approves-humira-biosimilar-as-first-ever-interchangeable-monoclonal-antibody/ target=""_blank""><div>Link</div></a>"
178,2021-10-20 8:15 AM,Biotech,Merck KGaA taps CytoReason AI to profile immuno-oncology drug,"To ensure its cancer immunotherapy drugs end up in the right hands, Merck KGaA is looking to CytoReason.","<a href=https://www.fiercebiotech.com/medtech/merck-kgaa-taps-cytoreason-s-machine-learning-platform-to-profile-immuno-oncology-drug target=""_blank""><div>Link</div></a>"
179,2021-10-20 8:10 AM,Biotech,Takeda crashes out of Wave discovery pact at cost of $23M,"Takeda’s interest in Wave’s discovery programs has ebbed, leading it to exit that part of the alliance while keeping options on more advanced assets.","<a href=https://www.fiercebiotech.com/biotech/takeda-crashes-out-wave-discovery-pact-at-cost-23m target=""_blank""><div>Link</div></a>"
180,2021-10-20 8:00 AM,Biotech,ShouTi snags $100M for oral drugs to treat chronic diseases,"ShouTi will use a $100 million series B to bankroll trials of its small-molecule oral drug in cardiovascular, pulmonary and metabolic conditions.","<a href=https://www.fiercebiotech.com/biotech/receptos-founder-returns-shoutti-and-100m-for-chronic-diseases target=""_blank""><div>Link</div></a>"
181,2021-10-20 8:00 AM,MedCity,ShouTi secures $100M to hit biologic and peptide targets with small molecules,"ShouTi Pharmaceuticals, a startup that brings computational techniques to drug discovery, has raised $100 million in Series B financing. The clinical-stage biotech designs small molecules intended to do the work of biologic and peptide drugs.","<a href=https://medcitynews.com/2021/10/shouti-secures-100m-to-hit-biologic-and-peptide-targets-with-small-molecules/ target=""_blank""><div>Link</div></a>"
182,2021-10-20 7:00 PM,MedCity,"Bardavon Health raises $90M, looks to expand MSK solution beyond workers’ compensation","The Kansas-based company has built up a network of physical therapists and a technology platform for workers’ compensation. Now, with $90 million in new funding, it plans to expand into new services for musculoskeletal care.","<a href=https://medcitynews.com/2021/10/bardavon-health-raises-90m-looks-to-expand-msk-solution-beyond-workers-compensation/ target=""_blank""><div>Link</div></a>"
183,2021-10-20 6:25 AM,Biotech,AstraZeneca slams the brakes on MCL-1 blood cancer drug,"AstraZeneca has paused an active phase 1 trial of AZD5991, a direct inhibitor of MCL-1, citing the need to suss out a potential safety issue.","<a href=https://www.fiercebiotech.com/biotech/amid-amgen-s-similar-struggles-astrazeneca-slams-brakes-mcl-1-blood-cancer-drug target=""_blank""><div>Link</div></a>"
184,2021-10-20 4:00 PM,MedCity,"At HLTH, a case for empowering patients in research","At HLTH, leaders of the Michael J. Fox Foundation shared the importance of including patient voices in research, and how engaging patients has led to important findings in Parkinson’s research. ","<a href=https://medcitynews.com/2021/10/at-hlth-a-case-for-empowering-patients-in-research/ target=""_blank""><div>Link</div></a>"
185,2021-10-20 3:25 PM,Biotech,Charles River expands development lab space in Cambridge,Charles River triples size of accelerator and development lab in Cambridge and plans to open first phase of another lab in the biotech hub this year.,"<a href=https://www.fiercebiotech.com/cro/charles-river-expands-development-lab-space-cambridge target=""_blank""><div>Link</div></a>"
186,2021-10-20 3:10 PM,Biotech,Medtronic issues EU safety warning for Percept PC brain implant,Medtronic identified an issue in which its Percept PC brain stimulation implant may stop working after an implanted patient undergoes a cardioversion.,"<a href=https://www.fiercebiotech.com/medtech/medtronic-issues-eu-safety-warning-for-percept-pc-deep-brain-stimulation-implant target=""_blank""><div>Link</div></a>"
187,2021-10-20 3:01 PM,MedCity,"Hackensack Meridian Health deploys Google Chrome OS devices, uses Cloud AI for screenings","The New Jersey-based health system initially partnered with Google in 2019. It has now migrated to Google Workspace, providing thousands of Chrome OS devices to remote workers, and is using Google Cloud AI capabilities to detect diseases like breast cancer and Covid-19. ","<a href=https://medcitynews.com/2021/10/hackensack-meridian-health-deploys-google-chrome-os-devices-uses-cloud-ai-for-screenings/ target=""_blank""><div>Link</div></a>"
188,2021-10-20 2:00 PM,MedCity,From intuition to quantification: Using the power of data to expand access to care and improve clinical outcomes in behavioral health,"Expanding access to care and improving clinical outcomes are the critical priorities in overcoming the behavioral health crises that we are all now facing. It’s the data from measurement-based care solutions that will get us where we need to be, on a pathway to break through this crisis once and for all…with confidence.","<a href=https://medcitynews.com/2021/10/from-intuition-to-quantification-using-the-power-of-data-to-expand-access-to-care-and-improve-clinical-outcomes-in-behavioral-health/ target=""_blank""><div>Link</div></a>"
189,2021-10-20 1:57 PM,Biotech,FDA slaps clinical hold on AstraZeneca cancer drug,The FDA has hit the drug with a clinical hold after one patient appeared to show hearty safety signals,"<a href=https://www.fiercebiotech.com/biotech/fda-slaps-clinical-hold-astrazeneca-cancer-drug-amid-heart-safety-scare-combo-test target=""_blank""><div>Link</div></a>"
190,2021-10-20 12:46 PM,MedCity,CMS chief at HLTH: We need to stop taking it for granted that people know they are eligible for coverage,"There are about 17 million people eligible for coverage through Medicaid or the Affordable Care Act marketplaces, and one of CMS’ priorities is to make them aware of their insurance options, Administrator Chiquita Brooks-LaSure said at this year’s HLTH conference. ","<a href=https://medcitynews.com/2021/10/cms-chief-at-hlth-we-need-to-stop-taking-it-for-granted-that-people-know-they-are-eligible-for-coverage/ target=""_blank""><div>Link</div></a>"
191,2021-10-20 11:36 AM,Biotech,Medtronic's newest insulin pump effective in kids: study,The 780G pump is designed to work with Medtronic’s Guardian sensors to continuously monitor glucose levels and adjust insulin dosage around the clock.,"<a href=https://www.fiercebiotech.com/medtech/medtronic-s-newest-minimed-insulin-pump-improves-glycemic-control-children-study target=""_blank""><div>Link</div></a>"
192,2021-10-20 11:00 AM,Biotech,Princeton and MIT team uncovers clues for improving gene editing,"A Princeton and MIT team identified pathways affecting gene-editing outcomes in platforms including CRISPR/Cas9, prime editing and base editing.","<a href=https://www.fiercebiotech.com/research/improving-gene-editing-tools-david-liu-mit-and-princeton-scientists-uncover-clues target=""_blank""><div>Link</div></a>"
193,2021-10-20 10:39 AM,Biotech,Abbott's COVID test sales make comeback with delta-driven demand,"After weathering a nearly billion-dollar dip in rapid COVID testing sales earlier this year, Abbott's BinaxNow antigen tests have rebounded.","<a href=https://www.fiercebiotech.com/medtech/covid-test-demand-returns-to-buoy-abbott-s-quarterly-sales target=""_blank""><div>Link</div></a>"
194,2021-10-20 10:18 AM,Biotech,F-Star's J&J deal is largest yet with $1.35B in biobucks,"F-star Therapeutics added to its pharma arsenal with another pact, this time $1.35 billion in biobucks from J&J's Janssen for up to five bispecifics.","<a href=https://www.fiercebiotech.com/biotech/again-again-again-f-star-s-latest-big-pharma-partner-janssen-17-5m-upfront-1-35b-biobucks target=""_blank""><div>Link</div></a>"
195,2021-10-20 10:15 AM,Biotech,NYU surgeons transplant gene-edited pig kidney into a human,"The kidney came from a pig that was genetically modified by United Therapeutics subsidiary Revivicor, which received FDA approval last year.","<a href=https://www.fiercebiotech.com/medtech/nyu-surgeons-successfully-transplant-kidney-from-genetically-modified-pig-into-human target=""_blank""><div>Link</div></a>"
196,2021-10-19 9:40 AM,Biotech,Dicerna flops efficacy endpoint on nedosiran in PH2,Dicerna is still paving a way forward for its troubled late-stage RNAi asset nedosiran after a flop in PH2.,"<a href=https://www.fiercebiotech.com/biotech/dicerna-flops-efficacy-endpoint-nedosiran-ph2-but-will-file-for-fda-approval-just-ph1-after target=""_blank""><div>Link</div></a>"
197,2021-10-19 9:00 AM,MedCity,How AI interfaces can help therapists provide better behavioral health care ,"Enhanced mental health care that integrates human and artificial intelligence is in its infancy. While there are significant challenges to address, the potential benefits are enormous for all stakeholders: patients, therapists, providers and payers. ","<a href=https://medcitynews.com/2021/10/how-ai-interfaces-can-help-therapists-provide-better-behavioral-health-care/ target=""_blank""><div>Link</div></a>"
198,2021-10-19 8:25 AM,Biotech,Atea and Roche's COVID-19 antiviral flunks phase 2,"A phase 2 trial of the candidate missed its primary endpoint, prompting Atea and Roche to consider changes that will delay data from a pivotal study.","<a href=https://www.fiercebiotech.com/biotech/atea-and-roche-s-covid-19-antiviral-flunks-phase-2-prompting-switch-will-delay-pivotal-data target=""_blank""><div>Link</div></a>"
199,2021-10-19 7:50 AM,Biotech,"Biogen, Sage plot 2022 filing for zuranolone approval","After talking to the FDA, the partners outlined plans to start a rolling submission early in 2022 and finish the filing in the back half of the year.","<a href=https://www.fiercebiotech.com/biotech/biogen-sage-plot-2022-filing-for-zuranolone-approval-furthering-turnaround-depression-drug target=""_blank""><div>Link</div></a>"
200,2021-10-19 7:00 AM,Biotech,D&D Pharma nabs $51M before Korean IPO for Alzheimer's,"Ahead of a likely IPO in Korea, D&D Pharmatech secured $51 million to bankroll mid-stage trials in Alzheimer's, Parkinson's and other diseases.","<a href=https://www.fiercebiotech.com/biotech/d-d-pharma-snags-51m-ahead-1q22-korean-ipo-for-alzheimer-s-parkinson-s target=""_blank""><div>Link</div></a>"
201,2021-10-19 6:25 AM,Biotech,Sofinnova bulks out VC shop with a hefty $548M,Sofinnova Partners has raised 472 million euros ($548 million) to create the largest early-stage healthcare VC fund in Europe.,"<a href=https://www.fiercebiotech.com/biotech/sofinnova-bulks-out-vc-shop-a-hefty-548m-as-it-zeroes-early-stage-european-biotechs target=""_blank""><div>Link</div></a>"
202,2021-10-19 2:00 PM,Biotech,Injured tumor cells activate I-O drugs in cancer models,"Combining injured tumor cells with checkpoint-inhibiting drugs to stimulate an immune response eliminated 40% of tumors in mice, an MIT team said.","<a href=https://www.fiercebiotech.com/research/injured-tumor-cells-activate-immuno-oncology-drugs-to-combat-breast-cancer-and-melanoma target=""_blank""><div>Link</div></a>"
203,2021-10-19 1:26 PM,Biotech,Castle Bio taps into Cernostics' GI franchise with $80M deal,Cernostics' AI-driven biopsy test evaluates patients with Barrett’s esophagus and predicts their chances of developing potentially fatal cancer.,"<a href=https://www.fiercebiotech.com/medtech/castle-biosciences-taps-into-cernostics-gi-cancer-test-franchise-80m-deal target=""_blank""><div>Link</div></a>"
204,2021-10-19 1:22 PM,Biotech,Intrivo launches at-home COVID test powered by an AI app,"There’s an app for just about everything these days—including, now, to generate the results of an at-home COVID-19 test.","<a href=https://www.fiercebiotech.com/medtech/intrivo-launches-at-home-covid-test-returns-results-10-minutes-via-ai-powered-app target=""_blank""><div>Link</div></a>"
205,2021-10-19 11:53 AM,Biotech,Galera shares slide as radiotherapy complication drug fails,"Galera Therapeutics’ drug for a radiotherapy complication called severe oral mucositis failed in a phase 3 trial, sending shares sliding.","<a href=https://www.fiercebiotech.com/biotech/galera-shares-slide-nearly-70-as-radiotherapy-complication-drug-flunks-out-phase-3 target=""_blank""><div>Link</div></a>"
206,2021-10-19 11:37 AM,MedCity,"Mayo, General Catalyst lead $24M investment in data-sharing company","They led an investment in TripleBlind, a Kansas City-based startup looking to support collaboration between healthcare companies without the need to share raw data.","<a href=https://medcitynews.com/2021/10/mayo-general-catalyst-lead-24m-investment-in-data-sharing-company/ target=""_blank""><div>Link</div></a>"
207,2021-10-19 11:15 AM,Biotech,Not for sale: Intellia CEO Leonard talks dealmaking,Intellia CEO John Leonard didn't rule out some dealmaking to come during Fierce Biotech's Cell & Gene Therapy Summit.,"<a href=https://www.fiercebiotech.com/biotech/intellia-ceo-john-loenard-potential-m-a-dealmaking-gene-editing-fierce-biotech-cell-gene target=""_blank""><div>Link</div></a>"
208,2021-10-19 11:09 AM,Biotech,FDA opens doors to over-the-counter hearing aids,A newly proposed rule would establish a new category of hearing aids that can be sold over-the-counter online or in stores.,"<a href=https://www.fiercebiotech.com/medtech/fda-opens-doors-to-a-new-class-over-counter-hearing-aids target=""_blank""><div>Link</div></a>"
209,2021-10-19 10:47 AM,Biotech,Struggling Calithera nabs 2 cheap cancer assets from Takeda,Calithera Biosciences is tapping Japanese Big Pharma Takeda for two oncology assets worth $10 million upfront.,"<a href=https://www.fiercebiotech.com/biotech/struggling-calithera-nabs-two-cheap-cancer-assets-from-takeda-for-just-10m-upfront target=""_blank""><div>Link</div></a>"
210,2021-10-19 10:35 AM,Biotech,Entasis antibiotic beats last resort treatment in phase 3 trial,A new antibiotic by Entasis Therapeutics has matched an existing therapy against a pathogen deemed by the CDC to be an urgent threat.,"<a href=https://www.fiercebiotech.com/biotech/entasis-zai-labs-antibiotic-sul-dur-beats-comparator-phase-3-trial target=""_blank""><div>Link</div></a>"
211,2021-10-19 10:25 AM,Biotech,SPR Therapeutics nabs $37M funding for Sprint pain relief device,"The single-lead Sprint system received initial FDA clearance in 2016, followed two years later by another OK for the dual-lead version of the device.","<a href=https://www.fiercebiotech.com/medtech/spr-therapeutics-runs-up-37m-vc-funding-for-sprint-pain-relief-device target=""_blank""><div>Link</div></a>"
212,2021-10-18 9:05 AM,Biotech,"Valneva tops AstraZeneca's COVID-19 vax, preps for filing in EU",Valneva prepping for conditional EU approval of its COVID-19 vaccine after topping AstraZeneca's jab in a head-to-head late-stage pivotal trial.,"<a href=https://www.fiercebiotech.com/biotech/valneva-tops-astrazeneca-s-covid-19-vaccine-prepping-for-conditional-ema-approval target=""_blank""><div>Link</div></a>"
213,2021-10-18 8:34 PM,MedCity,"Oyster Point dry eye drug is approved, but omission in label crimps financing plan","An Oyster Point Pharma drug for dry eye disease has won FDA approval, the first treatment for the condition that comes as a nasal spray. In addition to that drug approval, the FDA on Monday rejected two drugs, one from Omeros and the other from United Therapeutics.","<a href=https://medcitynews.com/2021/10/oyster-point-dry-eye-drug-is-approved-but-omission-in-label-crimps-financing-plan/ target=""_blank""><div>Link</div></a>"
214,2021-10-18 8:30 AM,MedCity,Data mobility empowers better patient care,BetterHealthcare is laser-focused on improving the first stage of the patient journey while collecting critical data to help providers retain patients and improve referrals within their physician networks.,"<a href=https://medcitynews.com/2021/10/data-mobility-empowers-better-patient-care/ target=""_blank""><div>Link</div></a>"
215,2021-10-18 8:15 AM,Biotech,FDA rejects Omeros drug over difficulties estimating its effect,"Weeks after flagging deficiencies with the stem cell transplant filing, the FDA has issued the CRL foreshadowed by its earlier communication. ","<a href=https://www.fiercebiotech.com/biotech/fda-rejects-omeros-transplant-drug-over-difficulties-estimating-its-effect target=""_blank""><div>Link</div></a>"
216,2021-10-18 7:30 AM,Biotech,"Quris launches with $9M for AI to predict drug success, safety",Quris wants to erase the risks and costs of failed clinical trials. The AI drug discovery startup launches with $9M for start in rare diseases.,"<a href=https://www.fiercebiotech.com/cro/ai-drug-discovery-startup-quris-launches-9m-to-predict-drug-success-starting-rare-diseases target=""_blank""><div>Link</div></a>"
217,2021-10-18 7:20 PM,MedCity,"UnityPoint Health, b.well Connected Health partner to implement digital-first consumer strategy",The Iowa-based health system will leverage b.well Connected Health’s platform and services to enable patients to view and share their health data. The platform will also allow patients to access all of UnityPoint’s digital tools in one location. ,"<a href=https://medcitynews.com/2021/10/unitypoint-health-b-well-connected-health-partner-to-implement-digital-first-patient-journey/ target=""_blank""><div>Link</div></a>"
218,2021-10-18 7:10 AM,Biotech,"Sensyne, OMNY team up on 22M patient records for research","With 22 million patient records in hand, OMNY Health partners with Sensyne for data analytics and clinical medical research for life sciences clients.","<a href=https://www.fiercebiotech.com/cro/sensyne-teams-up-omny-for-22-million-patient-records-for-clinical-research target=""_blank""><div>Link</div></a>"
219,2021-10-18 7:05 AM,Biotech,Biogen's ALS drug has failed phase 3. Will FDA approve anyway?,"The neurodegenerative disease prospect has failed a pivotal study, but Biogen has latched onto biomarker data and “trends favoring” the treatment.","<a href=https://www.fiercebiotech.com/biotech/biogen-s-als-drug-has-failed-phase-3-will-fda-approve-anyway target=""_blank""><div>Link</div></a>"
220,2021-10-18 4:23 PM,MedCity,Engage at HLTH: At the heart of patient-centered care is trust and knowledge,"Panelists at HLTH’s patient engagement track, hosted by MedCity News, zeroed in on three strategies for achieving patient centricity: building trust, engaging health navigators and providing easy-to-understand health information. ","<a href=https://medcitynews.com/2021/10/engage-at-hlth-at-the-heart-of-patient-centered-care-is-trust-and-knowledge/ target=""_blank""><div>Link</div></a>"
221,2021-10-18 4:14 PM,Biotech,Crinetics creates Radionetics with $30M for 10 cancer candidates,Crinetics launched radiopharmaceuticals biotech Radionetics with $30 million from 5AM and Frazier and a pipeline of 10 candidates for various cancers.,"<a href=https://www.fiercebiotech.com/biotech/crinetics-forms-radionetics-initial-30m-1b-plus-biobucks-for-radiopharmaceuticals target=""_blank""><div>Link</div></a>"
222,2021-10-18 4:13 PM,MedCity,"Engage at HLTH: As patient engagement solutions abound, here’s what investors are looking for","Investors noted the challenges of changing patient behaviors using digital solutions at the engagement track at HLTH, hosted by MedCity News. They also shared what health systems and insurers are looking for in a potential partner. ","<a href=https://medcitynews.com/2021/10/engage-at-hlth-as-patient-engagement-solutions-abound-heres-what-investors-are-looking-for/ target=""_blank""><div>Link</div></a>"
223,2021-10-18 3:10 PM,Biotech,Phathom's erosive esophagitis drug bests Prevacid in phase 3,Phathom Pharmaceuticals' erosive esophagitis drug vonoprazan performed as well as over-the-counter Prevacid in a head-to-head phase 3 clinical trial.,"<a href=https://www.fiercebiotech.com/biotech/phathom-pharmaceuticals-study-shows-its-erosive-esophogitis-drug-bests-prevacid-head-to target=""_blank""><div>Link</div></a>"
224,2021-10-18 12:43 PM,MedCity,"Biogen ALS drug fails main goal of key test, but company points to other results","Biogen amyotrophic lateral sclerosis drug, tofersen, failed a Phase 3 clinical trial, but the drug showed improvement according to secondary and exploratory goals of the study. Based on those results, the company said it is talking with regulators to find a path forward for the drug.","<a href=https://medcitynews.com/2021/10/biogen-als-drug-fails-main-goal-of-key-test-but-company-points-to-other-results/ target=""_blank""><div>Link</div></a>"
225,2021-10-18 12:30 AM,Biotech,Medtronic sizing up $300M insulin pump patch buy: report,"Amid back-to-back expansions of two Class I recalls of its MiniMed insulin pumps, Medtronic is reportedly eyeing a purchase of another pump maker.","<a href=https://www.fiercebiotech.com/medtech/medtronic-to-leap-ahead-diabetes-tech-race-300m-triple-jump-purchase-report target=""_blank""><div>Link</div></a>"
226,2021-10-18 11:38 AM,Biotech,Natera launches lung DNA test for catching transplant rejections,"The lung test launch marks Natera's third in as many months for its Prospera DNA test, which recently debuted heart- and kidney-focused diagnostics.","<a href=https://www.fiercebiotech.com/medtech/natera-launches-lung-dna-test-for-catching-transplant-rejections target=""_blank""><div>Link</div></a>"
227,2021-10-18 11:21 AM,Biotech,Vertex reports success in 1 patient after islet cell therapy,Vertex is providing an initial peek at the 1st patient to receive a new diabetes cell therapy that could prevent the need for organ transplant.,"<a href=https://www.fiercebiotech.com/biotech/vertex-diabetes-cell-therapy-vx-880-restores-islet-cell-function-single-patient target=""_blank""><div>Link</div></a>"
228,2021-10-18 10:35 AM,Biotech,ReCor's renal denervation device misses blood pressure endpoint,ReCor Medical’s method for tackling stubbornly high blood pressure failed to meet its target in a clinical trial conducted in Japan and Korea.,"<a href=https://www.fiercebiotech.com/medtech/recor-medical-s-renal-denervation-device-misses-blood-pressure-endpoint-after-european target=""_blank""><div>Link</div></a>"
229,2021-10-18 10:21 AM,MedCity,Insiteflow raises $2.3M to solve workflow interoperability ,"Seeing challenges in making third-party solutions actionable, Anthony Gerardi co-founded a startup to make it easier to view and pull more clinical solutions into the EHR. After bootstrapping his startup, Insiteflow raised $2 million in funding. ","<a href=https://medcitynews.com/2021/10/insiteflow-raises-2-3m-to-solve-workflow-interoperability/ target=""_blank""><div>Link</div></a>"
230,2021-10-18 10:15 AM,Biotech,Philips CPAP recall still chips away at quarterly earnings,"Even as Philips began the process of repairing and replacing the ventilators affected by its ongoing recall, the devicemaker still saw its sales slip.","<a href=https://www.fiercebiotech.com/medtech/philips-cpap-recall-still-chipping-away-at-earnings-nearly-40-drop-q3-connected-care-sales target=""_blank""><div>Link</div></a>"
231,2021-10-18 10:00 AM,Biotech,TAK1 blocker teams up with chemo to kill myeloma cells: study,A Norwegian team has preliminary evidence that targeting a protein kinase called TAK1 could restore the power of chemotherapy in multiple myeloma.,"<a href=https://www.fiercebiotech.com/research/a-new-target-multiple-myeloma-tak1-blocker-boosts-chemo-s-cancer-killing-power-preclinical target=""_blank""><div>Link</div></a>"
232,2021-10-15 9:55 AM,Biotech,Hologic dreams bigger for Bolder Surgical with $160M acquisition,Hologic is taking intrepid steps to build out its surgical franchise with a $160 million deal for Bolder Surgical.,"<a href=https://www.fiercebiotech.com/medtech/hologic-bolder-surgical-160-million-acquisition-laparoscopic-surgery target=""_blank""><div>Link</div></a>"
233,2021-10-15 9:30 AM,Biotech,J&J science chief Stoffels latest exec to exit—Chutes & Ladders,J&J science leader leaving at year-end. Bayer's Parkinson's leader heads to gene therapy biotech Ensoma. Shiva Malek jumps from Genentech to Novartis.,"<a href=https://www.fiercebiotech.com/biotech/chutes-ladders-j-j-science-chief-paul-stoffels-latest-c-suite-leader-to-retire target=""_blank""><div>Link</div></a>"
234,2021-10-15 9:09 AM,Biotech,Resilience commits $30M to form new biotechs out of Harvard labs,Manufacturing and tech shop National Resilience is committing $30 million to form new biotechs out of Harvard's labs.,"<a href=https://www.fiercebiotech.com/biotech/first-moderna-then-intergalactic-and-now-harvard-resilience-commits-30m-forms-circle target=""_blank""><div>Link</div></a>"
235,2021-10-15 9:00 AM,MedCity,3 ways providers can help prevent surprise medical bills,A patient’s healthcare experience is shaped by the care they receive and the support they […],"<a href=https://medcitynews.com/2021/10/3-ways-providers-can-help-prevent-surprise-medical-bills/ target=""_blank""><div>Link</div></a>"
236,2021-10-15 8:50 AM,Biotech,Inhalable antibody tamps down COVID-19 in hamsters,An inhalable COVID drug made using a “thin freezing film” technology reduced viral load in hamsters and could be ready for clinical trials next year.,"<a href=https://www.fiercebiotech.com/research/inhalable-anti-covid-19-antibody-from-tff-and-augmenta-tamps-down-viral-load-hamsters target=""_blank""><div>Link</div></a>"
237,2021-10-15 8:15 AM,Biotech,"AstraZeneca posts rare cancer win for treme, beating Nexavar","After multiple flops, AstraZeneca has reported improved survival in a phase 3 checkpoint inhibitor combination study in liver cancer patients.  ","<a href=https://www.fiercebiotech.com/biotech/astrazeneca-delivers-rare-win-for-treme-liver-cancer-bouncing-back-from-flops-to-beat-bayer target=""_blank""><div>Link</div></a>"
238,2021-10-15 7:15 AM,Biotech,Chinese powerhouse continues charge into siRNA with Silence pact,"Days after disclosing a siRNA pact with OliX, Hansoh has unveiled a separate gene silencing alliance with Silence Therapeutics.","<a href=https://www.fiercebiotech.com/biotech/chinese-biopharma-powerhouse-continues-charge-into-sirna-silence-r-d-pact target=""_blank""><div>Link</div></a>"
239,2021-10-15 3:17 PM,MedCity,Is technology the key to accelerating rare disease clinical trials? ,Technology can assist sponsors in setting up trials and activating clinical trial sites quickly. But tech will only play a small role within the larger movement toward accelerated approval. ,"<a href=https://medcitynews.com/2021/10/is-technology-the-key-to-accelerating-rare-disease-clinical-trials/ target=""_blank""><div>Link</div></a>"
240,2021-10-15 3:06 PM,MedCity,How Marley Medical plans to set itself apart from other virtual primary care companies,"Propeller Health leaders Chris Hogg, David Hubanks and Joe Slavinsky started a new virtual primary care company called Marley Medical. They plan to set it apart from the rest with a care team composed primarily of clinicians and a different go-to-market approach. ","<a href=https://medcitynews.com/2021/10/how-marley-medical-plans-to-set-itself-apart-from-other-virtual-primary-care-companies/ target=""_blank""><div>Link</div></a>"
